Address,Town,DOR_Code,Total_Area,Year_Built,Remodel_Year,Quality,Condition,Architecture,Bedrooms,Bathrooms,Total_Rooms,Foundation,Garage_Stalls,Land_Value,Improvements_Value,Permanent_Crop_Value,Total_Value,Total_Acres,Data_Link,,,
815 NW STATE ST,PULLMAN,12 - Residential - 2-4 Units,1336,1909,,2.0 - Fair,2.0 - Fair,&nbsp;,3,1,,&nbsp;,,32410,151390,0,183800,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914616&parcelNumber=110550011020001&typeID=1,,,
815 NW STATE ST,PULLMAN,12 - Residential - 2-4 Units,1336,1909,,2.0 - Fair,2.0 - Fair,&nbsp;,3,1,,&nbsp;,,32470,151330,0,183800,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=914614&parcelNumber=110550011010001&typeID=1,,,
PO BOX 1058,PULLMAN,17.2 - Fraternity,None,None,None,None,None,None,None,None,None,None,None,0,183842,0,183842,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912466&parcelNumber=108350005030000&typeID=1,,,
PO BOX 27,HOOPER,83 - Resource - Agriculture Current Use,1061,1905,,3.0 - Average,3.0 - Average,Conventional,3,1,,Stone,1,117800,66088,0,183888,160,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=922752&parcelNumber=200003814081000&typeID=1,,,
405 N WEST ST,COLFAX,11 - Residential - Single Family,1609,1915,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,13800,170091,0,183891,0.21808,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907292&parcelNumber=100400021040000&typeID=1,,,
505 NE MORTON STREET,PULLMAN,12 - Residential - 2-4 Units,960,1962,,3.0 - Average,3.0 - Average,&nbsp;,2,1,,&nbsp;,,56210,127707,0,183917,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916047&parcelNumber=112300006080002&typeID=1,,,
301 EAST MAIN,TURLOCK,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,183480,440,0,183920,160,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=925190&parcelNumber=200004018132000&typeID=1,,,
2610 W THROPE ROAD,SPOKANE,11 - Residential - Single Family,1284,1955,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,2,22885,161044,0,183929,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908415&parcelNumber=101350039030000&typeID=1,,,
13201 SR 272,PALOUSE,83 - Resource - Agriculture Current Use,3552,1900,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,46720,137213,0,183933,20,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=937233&parcelNumber=200004517334160&typeID=1,,,
213 SHEETS HOLLOW ROAD,JOHNSON CITY,11 - Residential - Single Family,2074,1896,,3.0 - Average,3.0 - Average,&nbsp;,3,3,,Concrete,2,4600,179365,0,183965,0.5724,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944411&parcelNumber=800250000000081&typeID=1,,,
PO BOX 67,GARFIELD,11 - Residential - Single Family,2304,1900,,3.0 - Average,3.0 - Average,&nbsp;,3,2,,Concrete,,17250,166716,0,183966,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909855&parcelNumber=104650000000034&typeID=1,,,
801 ROSE CREEK RD,PULLMAN,11 - Residential - Single Family,1716,1891,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,51750,132229,0,183979,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912511&parcelNumber=108450001020000&typeID=1,,,
708 N 8TH STREET,GARFIELD,11 - Residential - Single Family,1316,1973,,3.5 - Average/Good,3.0 - Average,Conventional,2,1,,Concrete,,2300,181689,0,183989,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=909695&parcelNumber=104200010010000&typeID=1,,,
515 N BRIDGE STREET,PALOUSE,11 - Residential - Single Family,1872,1920,,3.5 - Average/Good,3.0 - Average,Conventional,3,2,,Concrete,,23000,161005,0,184005,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911103&parcelNumber=107250015040000&typeID=1,,,
PO BOX 69,COLFAX,11 - Residential - Single Family,1314,1973,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,18630,165396,0,184026,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907908&parcelNumber=100850001070000&typeID=1,,,
313 E THORN STREET,COLFAX,11 - Residential - Single Family,1224,1916,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,5750,178300,0,184050,0.0596,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907651&parcelNumber=100400063060002&typeID=1,,,
126801 STATE ROUTE 26,COLFAX,11 - Residential - Single Family,2490,1900,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,1,20700,163448,0,184148,7,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928141&parcelNumber=200004216343590&typeID=1,,,
204 MARGIN RD,SAINT JOHN,11 - Residential - Single Family,2987,1977,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,5175,179019,0,184194,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919337&parcelNumber=116750003020000&typeID=1,,,
3001 SR 23,COLFAX,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,81520,102697,0,184217,39,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930655&parcelNumber=200004317052900&typeID=1,,,
302 MCNEILLY RD,COLFAX,83 - Resource - Agriculture Current Use,1836,1994,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,3,18180,166049,0,184229,2.7,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=930365&parcelNumber=200004316183119&typeID=1,,,
1291 TEXAS FERRY RD,ROSALIA,83 - Resource - Agriculture Current Use,2256,1914,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,2,126340,57892,0,184232,80,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929106&parcelNumber=200004220082600&typeID=1,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=927323&parcelNumber=200004120182391&typeID=1,,
CRYSTAL SCHISLER,COLFAX,11 - Residential - Single Family,1591,1977,,3.0 - Average,3.0 - Average,Conventional,3,2,7,Concrete,2,12880,171359,0,184239,0.2062,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908559&parcelNumber=101500001400000&typeID=1,,,
451 OENNING RD,UNIONTOWN,11 - Residential - Single Family,2688,1913,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,40158,144178,0,184336,12,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938448&parcelNumber=200004613293890&typeID=1,,,
703 WHITETAIL TRAIL,CHEWELAH,11 - Residential - Single Family,1971,1896,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,33247,151126,0,184373,6.22,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940131&parcelNumber=800250000000009&typeID=1,,,
805 N FIRST STREET,COLFAX,11 - Residential - Single Family,720,1910,2021,5.0 - Very Good,3.0 - Average,Conventional,2,1,,Concrete,,20125,164364,0,184489,0.1004,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907874&parcelNumber=100750002170001&typeID=1,,,
PO BOX 89,UNIONTOWN,11 - Residential - Single Family,1388,1968,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,9200,175340,0,184540,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944198&parcelNumber=118200011040002&typeID=1,,,
715 S HILLCREST DR,COLFAX,11 - Residential - Single Family,1296,1966,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,15755,168871,0,184626,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907907&parcelNumber=100850001060002&typeID=1,,,
14671 SR 194,PULLMAN,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,24956,159759,0,184715,4.62,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=943209&parcelNumber=200004415313891&typeID=1,,,
200 E HIGHLANDER DRIVE,BELFAIR,64 - Services - Repair,1900,1955,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,62500,122217,0,184717,0.14348,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912073&parcelNumber=108150046080000&typeID=1,,,
430 SE GLADSTONE ST,PULLMAN,11 - Residential - Single Family,1582,1889,,3.5 - Average/Good,3.5 - Average/Good,Conventional,3,1,4,Concrete,1,35700,149074,0,184774,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912964&parcelNumber=108700068050000&typeID=1,,,
800 E 11TH ST,PALOUSE,11 - Residential - Single Family,1272,1890,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,2,11500,173366,0,184866,0.1147,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911212&parcelNumber=107350011050002&typeID=1,,,
PO BOX 272,PULLMAN,83 - Resource - Agriculture Current Use,1081,1911,,3.0 - Average,3.0 - Average,&nbsp;,4,1,,&nbsp;,,88920,95973,0,184893,69,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933008&parcelNumber=200004415233590&typeID=1,,,
101 W PARK STREET,PALOUSE,11 - Residential - Single Family,1377,2011,,2.5 - Fair/Average,2.0 - Fair,Conventional,3,2,5,Concrete,2,49082,135822,0,184904,0.2449,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941054&parcelNumber=807950000000195&typeID=1,,,
ROBERT F WALLACE,PULLMAN,11 - Residential - Single Family,1549,1914,,3.0 - Average,3.0 - Average,&nbsp;,2,2,,&nbsp;,,21120,163832,0,184952,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916124&parcelNumber=112350005090000&typeID=1,,,
3715 S GROVE RD,SPOKANE,99 - Undeveloped - Other,None,None,None,None,None,None,None,None,None,None,None,18636,166320,0,184956,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=917939&parcelNumber=115400000250001&typeID=1,,,
100 W BLUFF ST,PALOUSE,11 - Residential - Single Family,1376,1890,,3.0 - Average,3.0 - Average,Conventional,2,2,,Concrete,3,23000,162024,0,185024,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944513&parcelNumber=107300002120000&typeID=1,,,
9354 SR 272,PALOUSE,11 - Residential - Single Family,1928,1936,,3.0 - Average,3.0 - Average,Conventional,6,2,,Concrete,1,36708,148335,0,185043,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=933860&parcelNumber=200004417254291&typeID=1,,,
908 S  MILL STREET,COLFAX,11 - Residential - Single Family,993,1900,,4.0 - Good,3.0 - Average,Conventional,3,2,,Concrete,,5750,179325,0,185075,0.1147,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=907567&parcelNumber=100400052090000&typeID=1,,,
505 SW WALNUT ST,PULLMAN,11 - Residential - Single Family,1172,1949,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,,55125,130014,0,185139,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941302&parcelNumber=814700000000109&typeID=1,,,
C/O FARMLAND COMPANY MANAGEMENT,SPOKANE,83 - Resource - Agriculture Current Use,1367,1962,,3.0 - Average,3.0 - Average,Conventional,3,2.5,,Concrete,2,45000,140165,0,185165,130,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929208&parcelNumber=200004220194900&typeID=1,,,
C/O FARMLAND COMPANY MANAGEMENT,SPOKANE,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,176860,8360,0,185220,148.6,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942595&parcelNumber=200004118032901&typeID=1,,,
402 ELIZABETH ST,TEKOA,11 - Residential - Single Family,1056,2023,,3.0 - Average,3.0 - Average,Conventional,1,1,,Concrete,,9200,176150,0,185350,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=919911&parcelNumber=117500007010000&typeID=1,,,
PO BOX 318,OAKESDALE,11 - Residential - Single Family,1506,1977,,3.0 - Average,3.0 - Average,&nbsp;,3,2,,&nbsp;,,36311,149054,0,185365,0.9664,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=911001&parcelNumber=106750006030000&typeID=1,,,
706 SOUTH F ST,COLFAX,11 - Residential - Single Family,1254,1969,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,1,11385,174011,0,185396,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940464&parcelNumber=802050000000163&typeID=1,,,
,,72 - Recreational - Public assembly,1456,1886,,3.0 - Average,,&nbsp;,4,2,,&nbsp;,,24800,160600,0,185400,0.99233,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908117&parcelNumber=101250004000000&typeID=1,,,
800 S. HILCREST DR,COLFAX,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,13570,171847,0,185417,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=940556&parcelNumber=802100000000034&typeID=1,,,
PO BOX 262,PULLMAN,69 - Services - Misc,600,1991,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,75000,110436,0,185436,0.17217,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912145&parcelNumber=108150051060002&typeID=1,,,
C/O CLARK MILLER,COLFAX,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,180300,5170,0,185470,423,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=927328&parcelNumber=200004120219000&typeID=1,,,
1851 THORN CREEK RD,ST JOHN,11 - Residential - Single Family,1844,1915,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,2,13662,171896,0,185558,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944683&parcelNumber=200004219033479&typeID=1,,,
PO BOX 197,COLTON,11 - Residential - Single Family,1484,1920,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,34500,151065,0,185565,0.4924,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908774&parcelNumber=102500007100000&typeID=1,,,
PO BOX 740,COLFAX,82 - Resource - Agriculture Activities,None,None,None,None,None,None,None,None,None,None,None,16520,169070,0,185590,5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=938728&parcelNumber=200004616072902&typeID=1,,,
740 SW WHEAR RIDGE DRIVE,PULLMAN,11 - Residential - Single Family,430,1925,,3.0 - Average,3.0 - Average,&nbsp;,1,1,,&nbsp;,,37500,148167,0,185667,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916016&parcelNumber=112300001040000&typeID=1,,,
420 SE DILKE,PULLMAN,11 - Residential - Single Family,1152,1977,,3.0 - Average,3.0 - Average,Modular,3,2,3,Concrete,0,50625,135050,0,185675,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912967&parcelNumber=108700069030000&typeID=1,,,
751 ALBION RD,PULLMAN,83 - Resource - Agriculture Current Use,4086,1917,2005,3.0 - Average,3.0 - Average,Contemporary,4,2.5,,Concrete,,19920,165789,0,185709,13,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=932857&parcelNumber=200004415083190&typeID=1,,,
PO BOX 117,PALOUSE,11 - Residential - Single Family,2100,1985,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,,23000,162709,0,185709,0.2295,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944486&parcelNumber=107250017040000&typeID=1,,,
3502 KLEMGARD ROAD,PULLMAN,11 - Residential - Single Family,1152,1975,,3.0 - Average,3.0 - Average,Conventional,2,2,,Concrete,,40848,144905,0,185753,4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=929668&parcelNumber=200004314251119&typeID=1,,,
547 SW BARNES CT,PULLMAN,11 - Residential - Single Family,984,1997,,4.0 - Good,4.0 - Good,None,None,None,None,None,None,30487,155293,0,185780,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916997&parcelNumber=113380000010002&typeID=1,,,
11245 N EASTSHORE DR,HAYDEN,17.2 - Fraternity,None,None,None,None,None,None,None,None,None,None,None,0,185900,0,185900,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916200&parcelNumber=112350013010000&typeID=1,,,
11245 N EASTSHORE DR,HAYDEN,17.2 - Fraternity,None,None,None,None,None,None,None,None,None,None,None,0,185900,0,185900,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=916201&parcelNumber=112350013020000&typeID=1,,,
681 BAR ROAD,COLFAX,11 - Residential - Single Family,1590,1919,,3.0 - Average,3.0 - Average,Conventional,5,2,,Concrete,,36018,149884,0,185902,10,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=932955&parcelNumber=200004415191669&typeID=1,,,
PO BOX 21,COLTON,11 - Residential - Single Family,1357,1948,,3.0 - Average,3.0 - Average,Conventional,3,1,,Concrete,,32200,153706,0,185906,0.3328,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944209&parcelNumber=102350012080000&typeID=1,,,
JENNIFER E,PULLMAN,11 - Residential - Single Family,784,1949,,3.5 - Average/Good,3.0 - Average,Conventional,3,3,,Concrete,,51075,134857,0,185932,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912507&parcelNumber=108450001010001&typeID=1,,,
330 SW WALNUT STREET,PULLMAN,11 - Residential - Single Family,1322,1957,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,1,67027,118956,0,185983,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941290&parcelNumber=814700000000052&typeID=1,,,
C/O TED OLSON,MEDICAL LAKE,83 - Resource - Agriculture Current Use,None,None,None,None,None,None,None,None,None,None,None,170560,15435,0,185995,156,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=926329&parcelNumber=200004116134000&typeID=1,,,
C/O DAVID A SEAMANS,PULLMAN,12 - Residential - 2-4 Units,1398,1909,,1.0 - Low,1.5 - Low/Fair,&nbsp;,3,1,6,Concrete,0,46875,139132,0,186007,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=912054&parcelNumber=108150045110000&typeID=1,,,
7445 SE 24TH ST #C,MERCER ISLAND,11 - Residential - Single Family,288,1996,,2.0 - Average,3.0 - Average,None,None,None,None,None,None,166665,19360,0,186025,0.51,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=941653&parcelNumber=815539900020214&typeID=1,,,
1612 ROSE CREEK RD,PULLMAN,11 - Residential - Single Family,898,1940,,3.0 - Average,3.0 - Average,Conventional,2,1,,Concrete,2,73416,112631,0,186047,4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=920655&parcelNumber=121400000040001&typeID=1,,,
5102 MCNEILLY RD,COLFAX,83 - Resource - Agriculture Current Use,2836,1902,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,2,15696,170359,0,186055,5.83,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=928075&parcelNumber=200004216281901&typeID=1,,,
261 HARDY ROAD,LAMONT,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,11937,174217,0,186154,3.5,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=924109&parcelNumber=200003920223389&typeID=1,,,
CASEY M SHIPREK,ENDICOTT,83 - Resource - Agriculture Current Use,3324,1915,,3.0 - Average,3.0 - Average,Conventional,4,1,,Concrete,,14568,171597,0,186165,38.4,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=924965&parcelNumber=200004017102290&typeID=1,,,
1810 N RIVERSIDE LANE,COLFAX,11 - Residential - Single Family,1456,1972,,3.0 - Average,3.0 - Average,Conventional,3,2,,Concrete,2,18630,167618,0,186248,0.2754,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=908331&parcelNumber=101350032070001&typeID=1,,,
401 OLD MOSCOW RD,PULLMAN,11 - Residential - Single Family,None,None,None,None,None,None,None,None,None,None,None,36156,150096,0,186252,2,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=935922&parcelNumber=200004514092401&typeID=1,,,
296 NW CLAY CT,PULLMAN,11 - Residential - Single Family,1244,1995,,3.5 - Average/Good,4.0 - Good,None,None,None,None,None,None,30818,155515,0,186333,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=918156&parcelNumber=115539901010001&typeID=1,,,
355 E PARK ST,PALOUSE,11 - Residential - Single Family,1239,1900,,3.5 - Average/Good,3.0 - Average,Conventional,2,1,,Concrete,,32200,154156,0,186356,0.3213,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=944548&parcelNumber=107700005020000&typeID=1,,,
505 BELL LANE,ST JOHN,11 - Residential - Single Family,1819,1955,,3.0 - Average,3.0 - Average,Conventional,4,2,10,Concrete,2,23690,162727,0,186417,&nbsp;,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=942889&parcelNumber=116950000100000&typeID=1,,,
2001 L D JOHNSON RD,ROSALIA,83 - Resource - Agriculture Current Use,1344,1967,,3.0 - Average,3.0 - Average,Conventional,4,2,,Concrete,2,33220,153202,0,186422,20,http://terrascan.whitmancounty.net/Taxsifter/Assessor.aspx?keyId=931929&parcelNumber=200004320244901&typeID=1,,,
